@RELATION elevation

@ATTRIBUTE x NUMERIC
@ATTRIBUTE y NUMERIC
@ATTRIBUTE elevation NUMERIC

@DATA
249.5,126.5,69
249.5,126.5,69
248.5,127.5,69
248.5,127.5,69
248.0,126.5,69
248.0,126.5,69
245.5,125.0,69
245.5,125.0,69
243.5,126.5,69
243.5,126.5,69
243.0,126.5,69
243.0,126.5,69
240.5,127.0,69
239.0,126.0,69
239.0,126.0,69
239.0,126.0,69
237.0,127.0,69
235.5,127.0,69
235.5,127.0,69
234.0,126.0,69
234.0,126.0,69
232.5,126.5,69
232.5,126.5,69
231.5,127.0,69
231.5,127.0,69
229.0,127.5,69
229.0,127.5,69
228.5,127.0,69
228.5,127.0,69
226.5,128.0,69
226.5,128.0,69
224.0,127.0,69
224.0,127.0,69
223.5,126.0,69
223.5,126.0,69
220.0,128.5,69
220.0,128.5,69
